,Feature,Importance
1518,"prontuario_PAC CHEGOU COM INSUFICIENCIA RENAL AGUDA NEFROLOGISTA ORIENTOU AGUARDAR MELHORA DA IRA P/ PROCEDER COM CIRURGIA, EVOLUIU COM MELHORA, OPEROU, EVOLUIU NA SEMI COM TAQUICARDIA E PCR SÚBITA, NÃO TEVE ALTA DA SEMI",0.00011319629945527916
1652,"prontuario_UMA SUSPENSAO,FALTA CONDIÇAO CLINICA, MASSA A/E, BCP, SEPSE, ESTAVA EM PROGRAMAÇÃO DE BIOPSIA",0.0001131962920150502
1123,prontuario_01 SUSP 28/06 DEVIDO DIARREIA BCP + ATB POS OPERATORIO,0.00011299394722529785
994,MÊS_MARCO,0.00011250208974420493
45,CIRURGIA_PTDD,0.00011231475915238456
1392,prontuario_EVOLUIU SEPSE PULMONAR E DELIRIUM HIPOATIVO PALIOU,0.00011181308248019124
1388,prontuario_EVOLUIU NO POI COM REBAIXAMENTO + HIPOTENSÃO (IAM? TEP?),0.00011172055284685646
791,COMORBIDADES_HAS/EPILEPSIA ,0.00011150572490878674
1065,MÊS_set.-21,0.00011142496801114995
625,COMORBIDADES_HAS/ALZHEIMER/DEMENCIA AVANÇADA,0.00011092912822291209
481,COMORBIDADES_DEMENCIA/HIPOTIREOIDISMO,0.00011052157300409732
1520,prontuario_PAC CHEGOU PORTA SUSPEITA FX JOELHOE TIBIA TB CONSERVADOR ,0.00011020493744316235
1246,prontuario_ANESTESIA AVALIOU NO DIA DA INTERNAÇÃO,0.00010864440466663578
328,TEMPO CIRURGIA A ALTA_126-127,0.00010838628469008493
802,COMORBIDADES_HAS/HIPOTIREOIDISMO / OBESIDADE,0.00010824288950426335
1057,MÊS_out.-18,0.00010819999329440164
1169,"prontuario_01 SUSP ITU 17/11, FEZ HIPERNATREMIA + DELIRIUM + SEPSE PULMONAR",0.00010819396953577087
393,MÉDIA DE PERMANÊNCIA_128-129,0.00010746112806985902
1581,prontuario_SUSPEITA NÃO CONFIRMADA COVID/ BCP  BOA EVOLUÇÃO AMBULATORIAL,0.0001074387607955463
452,COMORBIDADES_AVCI 2017,0.00010622167558399936
1220,prontuario_02 SUSP PLAQUETOPENIA QUESTIONAVEL / SUSPEITA COVID NÃO CONFIRMADA,0.00010488947810168932
711,COMORBIDADES_HAS/DM/AVC,0.00010473700015346909
1429,prontuario_FEZ ITU,0.0001045982686341268
753,COMORBIDADES_HAS/DM/HPB/AVCI,0.00010365237774377837
1639,"prontuario_UMA SUSP 19/03 SOLICITADO TC TORAX, TRATOU BCP ",0.00010354789326632647
687,COMORBIDADES_HAS/DEPRESSÃO/SND PANICO/TABAGISMO ,0.00010329776108293541
650,COMORBIDADES_HAS/ARRTMIA/MARCA-PASSO/ALZHEIMER,0.00010321004501035826
1622,prontuario_TEVE QUE REOPRAR DIA 08/03 DEVIDO SOLTURA PARAFUSO DISTAL,0.00010299001143772101
507,COMORBIDADES_DM/AVCIHAS/HIPOTIREOIDISMO/ALZHEIMER,0.00010256030134090139
892,COMORBIDADES_ICC/ALZHEIMER/DEPRESSÃO,0.00010226413012433093
1471,prontuario_INFECÇÃO COM TRATAMENTO ANTIBIOTIVO PROLONGADO AOS CUIDADOS DA CLINICA MEDICA,0.00010220845778590865
511,COMORBIDADES_DM/DLP/ASMA,0.0001020538417052138
829,COMORBIDADES_HAS/ICO,0.00010183228307430851
712,COMORBIDADES_HAS/DM/AVC / IAM,0.00010159408466520642
59,infecção,0.00010143380154719703
1300,prontuario_BOA EVOLUÇÃO TEVE CIR SISPENSA DUAS VEZES - ITU - FALTA MATERIAL - AMB OK,0.00010127131213735963
1337,prontuario_DELIRIUM POS OPERATORIO,0.00010097335772032477
1237,prontuario_AINDA NÃO RETORNOU AMBULATÓRIO,0.00010093100377215343
864,COMORBIDADES_HAS/SEQUELA AVCI/DEmENCIA/EPILEPSIA,0.00010050279462084405
516,COMORBIDADES_DM/HAS/AGITAÇÃO PSICOMOTORA,0.0001003258560104476
1547,"prontuario_REBAIXOU SUBITAMENTE COM DESSATURAÇÃO, PALIATIVO PROPORCIONAL",9.974121329589618e-05
610,COMORBIDADES_HAS+ARTRITE REUM,9.963041798147745e-05
1306,prontuario_CAIU LEITO PRIMEIRO PO AGUDIZOU SUBDUROU E TEVE QUE COLOCAR DVE PALIOU ,9.928869539029576e-05
1659,prontuario_UMA SUSPENSÃO AVANÇO HORÁRIO BOA EVOLUÇÃO AMBULATORIAL,9.892891294187052e-05
695,COMORBIDADES_HAS/DLP/DRC/AVCI PLEGIA D/HPB,9.883689102603369e-05
433,COMORBIDADES_ARRTMIA/HAS/DLP/HIPOTIREIDISMO,9.869390475182531e-05
1569,prontuario_RETORNOU DIA 02/08 COM QUADRO ICC DESCOMPENSADA + TAQUICARDIA ALTA FREQUENCIA EVOLUINDO A ÓBITO DIA 08/08/2019 NA UTI,9.84110856627887e-05
1605,prontuario_TEVE ALTA OK RETORNO AMBULATÓRIO OK,9.834414418651714e-05
1196,prontuario_01 SUSPENSÃO DIA 07/10 POR AVANÇO DE HORÁRIO ,9.815082777458371e-05
1250,prontuario_ATROPELAMENTO ,9.791489460227077e-05
1560,prontuario_RETORNO AMBULATÓRIO 09/02 OK,9.775682220288556e-05
1087,prontuario_01 SUSP 05/02 AVANÇO HORÁRIO,9.77030946344443e-05
550,COMORBIDADES_DM/TABAGISMO,9.769158413684017e-05
523,COMORBIDADES_DM/HAS/DLP,9.74050253029747e-05
1248,prontuario_AO CHEGAR AO HOSPITAL DESSATUROU SAT O2 46% ANGIOTOMO NEGATIVA PARA TEP COVID NEGATIVO ,9.737377227929942e-05
1578,"prontuario_SUSPEITA DE TEP NÃO CONFIRMADA COM ANGIOTOMO, DEMOROU SAIR LAUDO POSTERGANDO INTERNAÇÃO",9.724202718504964e-05
981,COMORBIDADES_has/hipotireoidismo,9.721898945270039e-05
808,COMORBIDADES_HAS/IAM,9.704108840311323e-05
1599,prontuario_TEVE 01 SUSPENSAÕ TEVE QUE IR PARA UTI POS OPERATORIO ,9.682526583030865e-05
438,COMORBIDADES_ASMA/ESQUIZOFRENIA,9.627930799999636e-05
890,COMORBIDADES_ICC,9.617498965443017e-05
842,COMORBIDADES_HAS/MIOCARDIOPATIA/PARKINSON,9.530259918385846e-05
1402,"prontuario_FEZ ANGIOTC P/ TEP NO POS OPERATÓRIO, NEGATIVA PARA TEP",9.510119767914836e-05
656,COMORBIDADES_HAS/ATROFIA RENAÇ,9.49470079615703e-05
717,COMORBIDADES_HAS/DM/AVC/NEO COLON,9.47416048250827e-05
1108,prontuario_01 SUSP 16/04,9.432965899308952e-05
1590,"prontuario_SUSPENSÃO DEVIDO DESSATURAÇÃO, DIAGNOSTICO TEP EVOLUIU PCR MESA CIRURGIA 15 DIAS APÓS DIAGNÓSTICO TEP",9.389050823909417e-05
1256,prontuario_BCP POS OPERATORIO SUSPEITA TEP NÃO CONFIRMADA,9.373310502437103e-05
361,MÉDIA DE PERMANÊNCIA_64-65,9.36655856258568e-05
655,COMORBIDADES_HAS/ASMA/EPILEPSIA/HIPOTIREOIDISMO,9.361415346332182e-05
969,COMORBIDADES_TALASSEMIA,9.266320511523589e-05
1310,prontuario_CASO SOCIAL SÓ FOI PARA CASA DIA 28/07,9.261302156686222e-05
1107,prontuario_01 SUSP 15/06 POR DIARREIA,9.248063822612326e-05
499,COMORBIDADES_DLP/DEMENCIA/HIPOTIREOIDISMO,9.192032394255904e-05
1308,prontuario_CASO SOCIAL,9.158063940953014e-05
906,COMORBIDADES_INS. MITRAL,9.124674634118045e-05
1191,prontuario_01 SUSPENSÃO 24 DE MAIO FALTA DE SEMI ? SEXTA FEIRA ,9.097970475973792e-05
1378,prontuario_EVOLUIU COM PALIAÇÃO DEVIDO ITU/BCP/MELENA,9.078926473122165e-05
1348,"prontuario_DIFICULDADE EXTUBAÇÃO UTI, HEMATOMA FERIDA OPERATORIA CULTURA NEGATIVA",9.024667836457128e-05
939,COMORBIDADES_OSTEOPOROSE ALENDRONATO,9.019608842325505e-05
1093,prontuario_01 SUSP 09/08 ITU 01 SUSP 13/08,8.927899651114511e-05
530,COMORBIDADES_DM/HAS/ICC/DPOC,8.91563096120852e-05
466,COMORBIDADES_CRISE CONVULSIVA,8.885504792248521e-05
967,COMORBIDADES_TABAGISMO/OBESIDADE,8.882668420017532e-05
601,COMORBIDADES_HAS DM 03 IAM PREVIO,8.858354378706083e-05
989,MÊS_JULHIO,8.84913560059378e-05
670,COMORBIDADES_HAS/CARDIOPATIA,8.772741101159964e-05
1383,prontuario_EVOLUIU DELIRIUM + REBAIXAMENTO + SEPSE URINARIA E PILMONAR,8.728042291775311e-05
697,COMORBIDADES_HAS/DLP/MARCA-PASSO,8.670697875274032e-05
736,COMORBIDADES_HAS/DM/DLP/AVCI 2021,8.611986909564843e-05
1559,prontuario_RETORNO AMBULATORUIO 12/04 TVP MIE MESMO COM PROFILAXIA AMPLIADA,8.61086072285359e-05
720,COMORBIDADES_HAS/DM/CATARATA/TABAGISMO,8.6078918338324e-05
1551,prontuario_REINTERNOU FALHA DHS 16/08 OPEROU PTQ 21/08 ALTA 23/08,8.59157895013962e-05
553,COMORBIDADES_DPOC DEPENDENTE O2,8.578300711969921e-05
623,COMORBIDADES_HAS/ALZHEIMER/AVC HÁ 07 ANOS,8.529900041141699e-05
957,COMORBIDADES_SEQUELA AVC 02 ANOS,8.501754130852774e-05
430,COMORBIDADES_ARRITIMIA/HAS,8.490930110713509e-05
1644,prontuario_UMA SUSP USO CLOPIDOGREL 02 SUSP K ALTO,8.459475538901769e-05
1386,prontuario_EVOLUIU IRA DIALITICA SEPESE URINARIA E PULMONAR,8.423833200780863e-05
654,COMORBIDADES_HAS/ASMA ,8.40452214454171e-05
1336,prontuario_CRISE CONVULSIVA COM QUEDA,8.3595980361705e-05
880,COMORBIDADES_HIPOTIREOIDISO/ANTECEDENTE TU CEREBRAL,8.330045912299866e-05
691,COMORBIDADES_HAS/DLP/ALZHEIMER,8.278325936978179e-05
1111,"prontuario_01 SUSP 17/03, 01 SUSP 19/03, 01 SUSP 22/03, 01 SUSP 26/03  DIARREIA, COMPLICOU DEPOIS E PALIOU EVOLUINDO A ÓBITO",8.261487926640374e-05
464,COMORBIDADES_CONVULSÃO+DM,8.249579976386355e-05
1125,prontuario_01 SUSP 28/10 HAS SOLICITADO US RENAL FEZ IRA ,8.212628303571214e-05
1314,"prontuario_CHEGOU C.C. 03/05 COM DESSATURAÇÃO, TRATOU BCP",8.197820229152243e-05
1495,"prontuario_NO RETORNO AMBULATORIAL APÓS 15 DIAS DA CIRURGIA TEVE QUADRO DE DOR TORACICA, INTERROGADO TEP/IAM TROPO NEGATIVA DOPLER MMII NL FEZ PIÚRIA PALIOU PROPORCIONAL CRESCEU KLEBISIELLA NA URINA SENSÍVEL MERO NECESSÁRIO ASSOCIAR VANCO DEVIDO MÁ-EVOLUÇÃO",8.196049327714604e-05
527,COMORBIDADES_DM/HAS/HIPOTIREOIDISMO,8.101265851699473e-05
1650,"prontuario_UMA SUSPENSAO, MOTIVO?? BOA EVOLUÇÃO AMBULATORIAL",8.095264636050432e-05
1529,prontuario_PACIENTE TOTALMENTE DEPENDENTE,8.094810563844544e-05
1416,prontuario_FEZ DSPNEIA AO CHEGAR AO HOSPITAL SENDO INTERNADA NA UTI PROGRAMOU CIRURGIA EVOLUIU BCP + SEPSE + IRA ,8.055036821756815e-05
952,COMORBIDADES_POLITRAUMA,8.052462677654435e-05
1269,prontuario_BOA EVOLUÇÃO (PESQUISA COVID),8.02407852496763e-05
818,COMORBIDADES_HAS/ICC ,8.010512826435447e-05
849,COMORBIDADES_HAS/OBESIDADE/HIPOTIREOIDISMO,8.005541397895056e-05
548,COMORBIDADES_DM/PROSTATISMO/ANEMIA/CONFUSÃO MENTAL,7.944954810897125e-05
447,COMORBIDADES_AVC/DM/HAS,7.804319587547361e-05
945,COMORBIDADES_PARKINSON/DEMENCIA/MASSA PULMÃO A/E,7.742270100072136e-05
719,COMORBIDADES_HAS/DM/CARDIOMEGALIA,7.727084478795687e-05
489,COMORBIDADES_DEPRESSAO/HEPATITE C/PLAQUETOPENIA,7.713579643417971e-05
783,COMORBIDADES_HAS/DPOC/DEMENCIA AVANÇADA/ITU,7.713447835086257e-05
1625,prontuario_TEVE TVP NO PÓS-OPERATÓRIO,7.712298371619266e-05
473,COMORBIDADES_DEMENCIA/ALZHEIMER,7.695515683213507e-05
1426,prontuario_FEZ IRA EVOLUINDO COMPALIAÇÃO,7.688854099473017e-05
1347,prontuario_DIARREIA IMPORTANTE QUE NECESSITOU ATB E TEMPO DE ESPERA PROLONGADO PARA OPERAR ,7.664638179572253e-05
765,COMORBIDADES_HAS/DM/IRC DIALITICA,7.62588444586308e-05
669,COMORBIDADES_HAS/CARDIOPATA,7.622025425260069e-05
1565,prontuario_RETORNOU AMBULATORIO DIA 14/01 REINTERNANDO DEVIDO LUXAÇÃO DA PRÓTESE,7.593446993632841e-05
815,COMORBIDADES_HAS/IAM/IRC,7.578470148639179e-05
1113,prontuario_01 SUSP 19/05 DEVIDO FALTA SEMI/UTI,7.53062458397445e-05
1706,queda propria altura_OUVIU ESTALO E CAIU,7.480854287631816e-05
1460,prontuario_FX PERIPROTETICA FEMUR D FEZ PROTESE DE REVISÃO,7.47579764037227e-05
441,COMORBIDADES_AVC,7.464492109277287e-05
741,COMORBIDADES_HAS/DM/DPOC/CIOROSE/OBESIDADE/HIPOTIREOIDISMO,7.441118096699614e-05
1178,prontuario_01 SUSP POR ENTRADA DE URGENCIA VAGA ZERO,7.435065299275841e-05
1546,prontuario_RE-INTERNOU 26/12 PARA REALIZAR EDA E COLONOSCOPIA,7.417270503984655e-05
505,COMORBIDADES_DM+HIPOTIREOIDISMO,7.395589786681702e-05
1544,"prontuario_QUEDA 17/05 LUXOU OMBRO, CAIU DE NOVO EM 19/05 E QUEBROU FEMUR TT/O CONSERVADOR OMBRO",7.34145469654147e-05
1349,prontuario_DOIS MESES DE HISTORIA DE TRAUMA!,7.332373191020438e-05
1193,prontuario_01 SUSPENSÃO BOA EVACUAÇÃO SALA EVOLUÇÃO AMBULATORIAL,7.318271117303819e-05
1509,prontuario_OPEROU E REBAIXOU NO POS OPERATORIO EVOLUINDO COM SEPSE E OBITO,7.300514032892616e-05
881,COMORBIDADES_HIV+,7.293539925777162e-05
854,COMORBIDADES_HAS/PARKINSON/HIPOTIREOIDSMO,7.279079725848621e-05
1102,prontuario_01 SUSP 13/07 ITU SEM ATB  01 SUSP 15/07 FALTA DE SEMI,7.275953061421729e-05
448,"COMORBIDADES_AVC/HAS/D,M, ETILISMO",7.269197224434842e-05
755,COMORBIDADES_HAS/DM/IAM/AVC,7.26077337666748e-05
908,COMORBIDADES_INSTITUCIONALIZAO,7.253118663936178e-05
420,COMORBIDADES_ALZHEIMER/HAS/ICC/DM,7.233663477534537e-05
1434,prontuario_FEZ LESÃO RENAL AGUDA NÃO NECESSITOU DIALISE 14 DIAS ATB,7.203731638170241e-05
1658,prontuario_UMA SUSPENSÃO AVANÇO HORÁRIO,7.1339504551505e-05
651,COMORBIDADES_HAS/ARRTMIA/MARCAPASSO,7.061311813445402e-05
1455,"prontuario_FOI P/ ENF CM, DAC REVASC HÁ 20 ANOS, SUSPEITA NEO PULMÃO , PALIADO CASO DIA 02/07/2017,",7.049945302876354e-05
878,COMORBIDADES_HIPOTIREOIDISMO/HAS/ESQUIZOFRENIA,7.040589749084414e-05
1328,prontuario_CIRURGIA SUSPENSA 1 VEZ OPEROU ESTAVA TUDO BEM DSPNEIA SUBITA NA RPAEVOLUINDO A OBITO ,7.022956987586787e-05
1414,prontuario_FEZ DELIRIUM POS OPERATORIO HIPERNATREMIA ALTERAÇÃO FUNÇÃO HEPÁTICA,7.018244080385357e-05
359,MÉDIA DE PERMANÊNCIA_60-61,6.99462087898546e-05
352,MÉDIA DE PERMANÊNCIA_46-47,6.964053653838739e-05
574,COMORBIDADES_ETILISMO/TABAGISMO/NEO COLON,6.940929930192554e-05
1620,prontuario_TEVE LESÃO RAMOS ARTERIAIS NA CIRURGIA SEM MAIORES CONSEQUENCIAS,6.905931696733205e-05
976,COMORBIDADES_USUÁRIO DROGAS,6.904769649026147e-05
579,COMORBIDADES_FA/DEMENCIA/ANEMIA,6.895259811948516e-05
1655,prontuario_UMA SUSPENSÃO 23/10/2019,6.894260310459055e-05
1223,"prontuario_02 SUSPENSOES, UMA FALTA EXAMES OUTRA EVACUAÇÃO SLA ",6.882670080751091e-05
1160,prontuario_01 SUSP HAS 18/12,6.868521161784256e-05
1219,prontuario_02 SUSP HAS FEZ IAM SENDO TRANSFERIDO E FICANDO NO MARIO COVAS,6.84142010986819e-05
1649,prontuario_UMA SUSPENSAO POR AVANÇO DE HORARIOBOA EVOLUÇAO AMBULATORIAL,6.82340401646737e-05
664,COMORBIDADES_HAS/AVCH/TABAGISMO,6.820926240052103e-05
465,COMORBIDADES_CONVULSÃO/EPLEPSIA,6.802128305930427e-05
456,COMORBIDADES_CARDIOPATA,6.773166617051562e-05
832,COMORBIDADES_HAS/IRC,6.768645111488491e-05
526,COMORBIDADES_DM/HAS/ESQUIZOFRENIA,6.689705952802695e-05
1419,prontuario_FEZ FA NA RPA NO POI E DEPOIS TEP NA ENFERMARIA ANTICOAGULOU BOA EVOLUÇÃO AMBULATORIAL,6.673039963876069e-05
41,CIRURGIA_OSTEOSINTESE FEMUR DISTAL E,6.665628458103684e-05
913,COMORBIDADES_IRC  ,6.663655976390514e-05
796,COMORBIDADES_HAS/ETILISMO/TABAGISMO,6.638245209256944e-05
1282,"prontuario_BOA EVOLUÇÃO AMBULATORIAL, TEVE UMA SUSPENÇÃO DEVIDO CLINICA NÃO TER VISTO NO FIM DE SEMANA E NÃO TER PRESCRITO ROCEFIN PARA ITU",6.611811455835212e-05
1164,prontuario_01 SUSP ITU 01/09,6.60314838562908e-05
812,COMORBIDADES_HAS/IAM/CHAGAS/HIPOTIEREOIDISMO/AVC,6.601510101448832e-05
882,COMORBIDADES_HPB,6.596677187249577e-05
1070,INFECÇÃO FO_14/12/2019,6.57205073011729e-05
1556,prontuario_RETORNO AMBULATORIO ,6.553467791490948e-05
763,COMORBIDADES_HAS/DM/INSTITUCIONALIZADA,6.545433445732357e-05
1427,prontuario_FEZ IRA PÓS-OPERATÓRIO E DELIRIUM,6.486799710860814e-05
1234,prontuario_AGUARDA RETORNO AMBULATORIO,6.474970234421328e-05
310,TEMPO CIRURGIA A ALTA_90-91,6.461207790904086e-05
962,COMORBIDADES_SUSPEITA TB MORADOR RUA/DEMENCIA,6.435277913220362e-05
773,COMORBIDADES_HAS/DM/OSTEOPOROSE,6.4128349419461e-05
764,COMORBIDADES_HAS/DM/IRA,6.411550211893205e-05
1202,prontuario_01 SUSPENSÃO ITU,6.407348125739501e-05
926,COMORBIDADES_MARCAPASSO,6.40654859881267e-05
422,COMORBIDADES_ALZHEIMER/HPB/LABIRINTITE,6.376823043925336e-05
811,COMORBIDADES_HAS/IAM/AVC/DEMENCIA/EPILEPSIA,6.336028946226654e-05
1687,"prontuario_UMA SUSPENSÃO POR USO DA AAS + CLOPIDOGREL, SEGUNDA SUSPENSÃO DEVIDO URGENCIA DO PA, ",6.28934239435753e-05
930,COMORBIDADES_NEO PROSTATA/ANTICOAGULADO,6.234057499412025e-05
1548,"prontuario_REINTERNOU 23/08 DEVIDO ULCERA SACRAL INFECTADA , LUXOU PRÓTESE REINTERNANDO EM 27/09, FEZ REDUÇÃO INCRUENTA, BOA EVOLUÇÃO AMBULATORIAL",6.151482233647179e-05
845,COMORBIDADES_HAS/NEO RETO HÁ 05 ANOS,6.095329323552217e-05
1617,prontuario_TEVE FX UMERO TRATAMENTO CONSERVADOR,6.0909343676270184e-05
1579,prontuario_SUSPEITA NÃO CONFIRMADA COVID,6.083680164797462e-05
1098,"prontuario_01 SUSP 12/07 EVACUAÇÃO EM SALA, PASSOU TRAÇÃO ESQUELÉTICA NO DIA",6.050382805807577e-05
1439,prontuario_FEZ TAQUIARRTMIA NA RPA DEPOIS BCP ALTA OK ,6.039877123711115e-05
1249,prontuario_ATB PROLONGADO DEVIDO BCP,6.033114010115798e-05
1321,prontuario_CHOQUE CARDIOGENICO PALIOU ,5.993482495797549e-05
1262,prontuario_BOA EVOLUÇAO NO AMBULATORIO,5.970309340274059e-05
33,CIRURGIA_DHS E / POSTERIORMENTE TEVE QUE COLOCAR PRÓTESE,5.953637588670323e-05
472,COMORBIDADES_DEMENCIA SEQUELA AVC,5.941149559505308e-05
366,MÉDIA DE PERMANÊNCIA_74-75,5.934948021378475e-05
1646,"prontuario_UMA SUSPENSAO DEVIDO ENTRADA DE URGENCIA. BOA EVOLUÇÃO AMBULATORIAL, EM 10/06 APRSENTOU FX PERIPROTETICA SENDO REOPERADO 19/06 COM AO EVOLEÇÃO",5.906975141999719e-05
966,COMORBIDADES_TABAGISMO/ETILISMO/DEFICIT,5.8986577699479787e-05
813,COMORBIDADES_HAS/IAM/DM,5.864042737270946e-05
1638,"prontuario_UMA SUSP 10/04 E OUTRA DIA 15/04 AMBAS DEVIDO RNI ALTERADO (FAZIA USO DE MAREVAN) , ALTA BEG COM XARELTO",5.8537588501508456e-05
898,COMORBIDADES_ICC/HAS/DM,5.822464692733273e-05
1558,prontuario_RETORNO AMBULATORIO OK MLS,5.8196581719155346e-05
435,COMORBIDADES_ARRTMIA/NEO MAMA/ HIPOTIREOIDISMO/ DEMNENCIA SENIL,5.810237310261303e-05
484,COMORBIDADES_DEMENCIA/NEO MAMA,5.80725673366107e-05
571,COMORBIDADES_ETILISMO,5.799729966285246e-05
1376,"prontuario_EVOLUIU COM LUXÇÃO, INTERNADA PARA REDUÇÃO INCRUENTA, EVOLUIU COM NOVA LUXAÇÃO TENDO QUE SER SUBMETIDA Á REVISAÕ COM TROCA COMPONENTE ACETABULAR, BOA EVOLUÇÃO AMBULATORIAL.",5.7525974737532065e-05
740,COMORBIDADES_HAS/DM/DPOC,5.718152892741717e-05
1227,"prontuario_02 suspensões, uma falta de scopia outra falta de uti",5.711573328799475e-05
1670,"prontuario_UMA SUSPENSÃO EVACUAÇÃO SALA, BOA EVOLUÇÃO AMBULATORIAL",5.708894201295139e-05
439,COMORBIDADES_ASMA/EX-TABAGISTA/SEQUELA TB,5.702864001944147e-05
660,COMORBIDADES_HAS/AVC/DPOC/USO CONTINUO DE O2,5.659659718396292e-05
831,COMORBIDADES_HAS/INSTITUCIONALIZADA/CONFUSÃO MENTAL,5.655090499483947e-05
463,COMORBIDADES_CONVULSÃO,5.6475399032577004e-05
1080,prontuario_01 SISPENSAO POR EVACUAÇÃO EM SALA ,5.563707003784091e-05
444,COMORBIDADES_AVC/ALZHEIMER,5.560813675148974e-05
1301,prontuario_BOA EVOLUÇÃO TEVE CIR SUSPENSA POR ITUAMB OK,5.537519929760725e-05
1372,prontuario_EVOLUIU COM HIPOTENSÃO PÓS-OPERATÓRIO E CHOQUE CARDIOGENICO PALIOU  ,5.5339481571802035e-05
1230,prontuario_04 SUSP FALTA MATERIAL,5.4916317707393096e-05
364,MÉDIA DE PERMANÊNCIA_70-71,5.4788951300490846e-05
1165,prontuario_01 SUSP ITU 04/12,5.475627462162518e-05
529,COMORBIDADES_DM/HAS/ICC/AVC/IRC,5.4728256582052936e-05
1171,prontuario_01 SUSP ITU 28/08,5.413440061355873e-05
1124,prontuario_01 SUSP 28/08 FALTA DE ANESTESISTA ENTRADA URGENCIA,5.4124118865131787e-05
784,COMORBIDADES_HAS/DPOC/DLP,5.3943392346437845e-05
1265,prontuario_BOA EVOLUÇAP AMBULATORIAL,5.3856612711064604e-05
1156,"prontuario_01 SUSP FALTA MATERIAL, 01 SUSP EVACUAÇÃO EM SALA",5.315423605119485e-05
1445,prontuario_FEZ USO ATB 14 DIAS P/ TT/O ITU,5.264350412397982e-05
1187,prontuario_01 SUSPENSÃO 12/04 EVACUAÇÃO SALA ,5.238568887268887e-05
739,COMORBIDADES_HAS/DM/DPCO,5.236885662571229e-05
774,COMORBIDADES_HAS/DM/PARKINSON,5.2074472739881424e-05
577,COMORBIDADES_ETLISMO/CRISE CONVULSIVA ,5.176941658176888e-05
792,COMORBIDADES_HAS/EPLEPSIA/ETILISMO/TABAGISMO,5.158845504483039e-05
414,COMORBIDADES_ALZHEIMER/GOTA,5.1492243844008185e-05
1264,prontuario_BOA EVOLUÇAO RETORNO AMB OK ,5.117822241798517e-05
1423,prontuario_FEZ INSUFICIENCIA RENAL AGUDA QUE REVERTEU FEZ ITU TRATOU COM TAZOCIN,5.088689608111828e-05
1127,prontuario_01 SUSP 29/06 DEVIDO ITU ESTAVA SEM ATB  01 SUSP 01/07 DEVIDO ALTARAÇÃO COAGULOGRAMA FEZ CIRURGIA 08/07 EVOLUIU COM ASCITE HDA DESCOMPENSAÇÃO HEPÁTICA ,5.0425059434874556e-05
1677,prontuario_UMA SUSPENSÃO GLICEMIA ALTERADA OUTRAS TRES POR FALTA UTI ,5.0043724275178754e-05
534,COMORBIDADES_DM/HAS/PARKINSON,4.9852161748204237e-05
975,COMORBIDADES_USUARIO DROGAS ILICITAS,4.96947032549094e-05
887,COMORBIDADES_IAM/ARRTMIA/HAS/DM,4.943706205588445e-05
557,COMORBIDADES_DPOC/TABAGISMO,4.903655641092425e-05
314,TEMPO CIRURGIA A ALTA_98-99,4.898953295464395e-05
701,COMORBIDADES_HAS/DM /FA / HIPOTIREOIDISMO,4.887990848790312e-05
609,COMORBIDADES_HAS+ARRTMIA+DEMENCIA,4.880867860558647e-05
1225,prontuario_02 SUSPENSÕES DEVIDO ALTERAÇÃO COAGULOGRAMA ,4.857047649926374e-05
1175,prontuario_01 SUSP LEUCOCITURIA 08/05,4.84994302336432e-05
569,COMORBIDADES_ESQUIZOFRENIA PARKINSON SEQUELA AVC,4.821687218753308e-05
771,COMORBIDADES_HAS/DM/OBESIDADE/IAM 20216,4.8093953885315986e-05
1437,prontuario_FEZ SUSPEITA DE TEP NÃO CONFIRMADO TC / NÃO RETORNOU AMBULATÓRIO,4.679996382026189e-05
673,COMORBIDADES_HAS/CARDIOPATIA/TABAGISMO/IAM,4.6670020343218875e-05
1291,prontuario_BOA EVOLUÇÃO PÓS-OPERATÓRIA,4.597753675409636e-05
1273,prontuario_BOA EVOLUÇÃO AMB OK SUSPEITA DE FRATURA PATOLOGICA AGUARDA ANATOMO = CHECAR,4.5976142866391604e-05
790,COMORBIDADES_HAS/ENFISEMA/SEQUELA AVCI,4.592123485546523e-05
1371,prontuario_EVOLUIU COM FALENCIA MULTIPLA DE ORGAOS,4.581155402366568e-05
1615,prontuario_TEVE CIRURGIA SUSPENSDA POR FALTA DE CONDIÇÃO CLINICA,4.563016627997017e-05
1239,prontuario_ALTA EM BEG,4.552903553377446e-05
928,COMORBIDADES_NEO MAMA,4.5353092571992204e-05
1450,prontuario_FEZ USO MERONEM P/ TT/O BCP BOA EVOLUÇÃO AMBULATORIAL,4.465332793474579e-05
1412,prontuario_FEZ DELIRIUM + ANEMIA QUE REQUEREU TRANSFUSÃO DE SANGUE,4.4523433579065324e-05
1135,prontuario_01 SUSP BCP,4.433696991507662e-05
404,COMORBIDADES_ALZHEIMER/AVC/ICC/MARCAPASSO,4.420529477573349e-05
653,COMORBIDADES_HAS/ASMA,4.40457322363983e-05
706,COMORBIDADES_HAS/DM/AMP MID,4.378634424868635e-05
872,COMORBIDADES_HEPATOPATA,4.32808841719918e-05
674,COMORBIDADES_HAS/CIR FORAME OVAL PATENTE/OSS FEMUR E 2012,4.323562628278275e-05
800,COMORBIDADES_HAS/HIPOTIEOIDISMO,4.309272788768177e-05
450,COMORBIDADES_AVC/HAS/HIPOTIREIDISMO,4.30627277338086e-05
